search URL:,https://patents.google.com/?country=CN&before=filing:20220104&after=filing:20220104&type=PATENT&sort=new
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-114020477-A,Desensitization cluster environment concurrent task scheduling method and device ,北京安华金和科技有限公司,"杨海峰, 苏毅",2022-01-04,2022-01-04,2022-02-08,,https://patents.google.com/patent/CN114020477A/en,https://patentimages.storage.googleapis.com/40/61/7d/d9463ebd8875b9/211217150024.png
CN-217058259-U,Drying device for processing fine dried noodles ,界首市祥云面粉有限公司,"赵风雷, 田秋侠, 荣雪梅",2022-01-04,2022-01-04,2022-07-26,2022-07-26,https://patents.google.com/patent/CN217058259U/en,https://patentimages.storage.googleapis.com/83/dc/42/03b2add6e669b4/HDA0003455359320000011.png
CN-216913351-U,Rust removal device for protecting electromechanical products ,重庆工业职业技术学院,"刘蒙恩, 白莉, 蒋勇, 杨梦娟",2022-01-04,2022-01-04,2022-07-08,2022-07-08,https://patents.google.com/patent/CN216913351U/en,https://patentimages.storage.googleapis.com/e8/ff/36/57295ad4d3fd11/HDA0003455565100000011.png
CN-217283228-U,Portable intelligent audio amplifier ,苏州天圆信息科技有限公司,"许海威, 商君飞",2022-01-04,2022-01-04,2022-08-23,2022-08-23,https://patents.google.com/patent/CN217283228U/en,https://patentimages.storage.googleapis.com/dd/f5/48/3f54fdfe0aba6e/HDA0003454866000000011.png
CN-217552672-U,Special manufacturing mold for combined connection frame ,长春市预通建筑材料有限公司,"李庆丰, 李庆国, 李芃苇",2022-01-04,2022-01-04,2022-10-11,2022-10-11,https://patents.google.com/patent/CN217552672U/en,https://patentimages.storage.googleapis.com/14/38/55/32f371dfc9815f/HDA0003454352800000011.png
CN-114356205-A,"Note processing method, electronic device and computer storage medium ","掌阅科技股份有限公司, 深圳市掌阅科技有限公司","程超, 陶红涛",2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114356205A/en,https://patentimages.storage.googleapis.com/78/f8/58/c2c3e8da8fdad3/HDA0003454662240000021.png
CN-216594311-U,Waste water sampling device for waste water detection ,江西龙辉检测技术有限公司,黄小龙,2022-01-04,2022-01-04,2022-05-24,2022-05-24,https://patents.google.com/patent/CN216594311U/en,https://patentimages.storage.googleapis.com/e0/1f/cc/e4a1f3a3c4de7c/HDA0003454438280000011.png
CN-216690987-U,Mast assembly and construction machinery ,北京三一智造科技有限公司,王镇,2022-01-04,2022-01-04,2022-06-07,2022-06-07,https://patents.google.com/patent/CN216690987U/en,https://patentimages.storage.googleapis.com/65/47/ea/624306c571dd33/HDA0003454835280000011.png
CN-217257380-U,Architectural design is with decorating component processing agency ,申志强,"申志强, 孔素平",2022-01-04,2022-01-04,2022-08-23,2022-08-23,https://patents.google.com/patent/CN217257380U/en,https://patentimages.storage.googleapis.com/27/a6/1b/a11d750edc9d8f/HDA0003454867880000011.png
CN-217244640-U,Orthopedics drilling sight ,十堰市太和医院（湖北医药学院附属医院）,"赵飞, 张弥",2022-01-04,2022-01-04,2022-08-23,2022-08-23,https://patents.google.com/patent/CN217244640U/en,https://patentimages.storage.googleapis.com/df/df/32/df129549ea2c19/HDA0003454319080000011.png
CN-115016169-A,Liquid crystal television with backlight source and lens ,东莞市托普莱斯光电技术有限公司,陈燕平,2022-01-04,2022-01-04,2022-09-06,,https://patents.google.com/patent/CN115016169A/en,https://patentimages.storage.googleapis.com/ce/d6/08/1273e027be6032/HDA0003454575190000011.png
CN-216521210-U,LED floodlight with good heat dissipation effect ,深圳熙捷科技有限公司,"宋海军, 何乃旭, 张玉泉, 李明",2022-01-04,2022-01-04,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216521210U/en,https://patentimages.storage.googleapis.com/d8/25/c9/a358fc7e936c93/HDA0003454244230000011.png
CN-114393085-A,High-speed machining center with fuselage inhales shake structure ,希村精密机床(苏州)有限公司,"吉李磊, 吴晶",2022-01-04,2022-01-04,2022-04-26,,https://patents.google.com/patent/CN114393085A/en,https://patentimages.storage.googleapis.com/75/a1/f2/bbc73d28326dbc/HDA0003455664820000011.png
CN-114260475-A,Narrow groove turning method ,宁夏共享精密加工有限公司,"杨浩, 杨保, 柏长友, 撖俊虎",2022-01-04,2022-01-04,2022-04-01,,https://patents.google.com/patent/CN114260475A/en,https://patentimages.storage.googleapis.com/16/41/aa/fcc5bdb3d08f19/HDA0003450613900000011.png
CN-116057395-A,Battery system diagnosis device and method ,株式会社Lg新能源,"蔡秀炫, 李范镇",2021-01-19,2022-01-04,2023-05-02,,https://patents.google.com/patent/CN116057395A/en,https://patentimages.storage.googleapis.com/70/a9/4c/8c739a6b555b90/HDA0004113545720000012.png
CN-114538114-A,Pneumatic conveyer of vacuum test tube ,杭州恒思特智能科技有限公司,"董明飞, 杨彬, 赵锦辉, 李辉",2022-01-04,2022-01-04,2022-05-27,,https://patents.google.com/patent/CN114538114A/en,https://patentimages.storage.googleapis.com/2b/5c/fe/319a4d30f9f962/HDA0003455165920000011.png
CN-216760474-U,Device for classifying and collecting waste plastic sheets ,汉中资净医疗固废处置有限公司,杜也频,2022-01-04,2022-01-04,2022-06-17,2022-06-17,https://patents.google.com/patent/CN216760474U/en,https://patentimages.storage.googleapis.com/bb/07/dc/fb13a0aa7327ab/2201041647291.png
CN-218589213-U,Neurosurgery postoperative rehabilitation training device ,宜昌市第一人民医院（三峡大学人民医院）,"管玉华, 金二亮, 潘万喜, 姜莱, 夏开来, 姚龙飞, 黄鑫, 郑刚, 宋宏源",2022-01-04,2022-01-04,2023-03-10,2023-03-10,https://patents.google.com/patent/CN218589213U/en,https://patentimages.storage.googleapis.com/77/47/34/3385951e3a81c1/2201041008521.png
CN-216570722-U,Limb fixing device for patient in lateral prone position for nursing in operating room ,新疆医科大学第一附属医院,"刘惠, 李新琳",2022-01-04,2022-01-04,2022-05-24,2022-05-24,https://patents.google.com/patent/CN216570722U/en,https://patentimages.storage.googleapis.com/29/50/5f/bb14abe02ebaeb/HDA0003454270420000011.png
CN-216967128-U,Compound pipe production of wire net skeleton is with piece collection device ,江苏翔茜管业有限公司,游爱明,2022-01-04,2022-01-04,2022-07-15,2022-07-15,https://patents.google.com/patent/CN216967128U/en,https://patentimages.storage.googleapis.com/4a/89/a1/4331a99933cb57/HDA0003454114500000011.png
CN-217102619-U,Elevator with cross-conduction rail steel belt structure ,斐亚蒂电梯(江苏)有限公司,"虞斐, 虞建华, 韩德生",2022-01-04,2022-01-04,2022-08-02,2022-08-02,https://patents.google.com/patent/CN217102619U/en,https://patentimages.storage.googleapis.com/12/ef/d6/dd519b47f60bd4/HDA0003455270320000011.png
CN-217112399-U,Medical detection device and automatic sample introduction unit ,广州万孚生物技术股份有限公司,杨太平,2022-01-04,2022-01-04,2022-08-02,2022-08-02,https://patents.google.com/patent/CN217112399U/en,https://patentimages.storage.googleapis.com/2b/93/11/3f327d82b6cef8/HDA0003454814910000011.png
CN-216684353-U,"Interaction system of vehicle, vehicle-mounted equipment and vehicle ",蔚来汽车科技(安徽)有限公司,方云昊,2022-01-04,2022-01-04,2022-06-07,2022-06-07,https://patents.google.com/patent/CN216684353U/en,https://patentimages.storage.googleapis.com/f3/0b/12/33b7e5decb2f59/HDA0003455600330000011.png
CN-217668270-U,Automatic checking device for processing missing of inner contour of bearing ring of lathe ,常山县鑫龙轴承有限公司,"陈国正, 程良飞",2022-01-04,2022-01-04,2022-10-28,2022-10-28,https://patents.google.com/patent/CN217668270U/en,https://patentimages.storage.googleapis.com/3a/0e/62/f318c88e8912af/HDA0003454079770000011.png
CN-217274844-U,Gasification device with temperature adjusting function ,陕西隆庆气体有限公司,"杨令朝, 李斌, 孙世强, 吕男林, 钱继武, 许学明, 陈浩",2022-01-04,2022-01-04,2022-08-23,2022-08-23,https://patents.google.com/patent/CN217274844U/en,https://patentimages.storage.googleapis.com/5f/fd/69/e1e5a7d167bba0/HDA0003455048620000011.png
CN-114280868-A,"Display substrate, display panel and display device ",京东方科技集团股份有限公司,"李伟, 张小凤, 张昭, 秦文文, 陈延青, 李泽亮, 陈凯, 秦伟达, 李必奇",2022-01-04,2022-01-04,2022-04-05,,https://patents.google.com/patent/CN114280868A/en,https://patentimages.storage.googleapis.com/59/22/90/7daef058880a92/HDA0003455471270000012.png
CN-114257857-A,Display device and video double-speed playing method ,海信视像科技股份有限公司,"邢芳, 李斌",2022-01-04,2022-01-04,2022-03-29,,https://patents.google.com/patent/CN114257857A/en,https://patentimages.storage.googleapis.com/05/d4/9e/853582a69b5186/HDA0003454402360000011.png
CN-216874870-U,Device for floating and unhairing of hairy swallow ,泡一泡生物科技(广东)有限公司,胡燕,2022-01-04,2022-01-04,2022-07-05,2022-07-05,https://patents.google.com/patent/CN216874870U/en,https://patentimages.storage.googleapis.com/46/d2/82/7514d5606ca2aa/HDA0003454464060000011.png
CN-216810568-U,GRG furred ceiling structure ,中国建筑第五工程局有限公司,"左乐, 潘晨, 周振飞, 胡文健, 丁克阳, 吴俊凯, 周志勇, 梁滔",2022-01-04,2022-01-04,2022-06-24,2022-06-24,https://patents.google.com/patent/CN216810568U/en,https://patentimages.storage.googleapis.com/7c/82/5b/258f97f0ac49d7/HDA0003454959520000011.png
CN-217010713-U,Heat dissipation device for photovoltaic grid-connected inverter ,武汉明动科技有限公司,"周建军, 李晶, 刘丽",2022-01-04,2022-01-04,2022-07-19,2022-07-19,https://patents.google.com/patent/CN217010713U/en,https://patentimages.storage.googleapis.com/81/30/3b/510066d1200324/HDA0003455325980000011.png
CN-216804153-U,Continuous automatic poling frock of insulating tube production ,天津建通管业有限公司,潘岳松,2022-01-04,2022-01-04,2022-06-24,2022-06-24,https://patents.google.com/patent/CN216804153U/en,https://patentimages.storage.googleapis.com/51/ba/d9/f07f41b0587e8e/211231155748.png
CN-217302053-U,Quick hose connector ,安耐特流体输送科技有限公司,"卜发富, 杨志勇",2022-01-04,2022-01-04,2022-08-26,2022-08-26,https://patents.google.com/patent/CN217302053U/en,https://patentimages.storage.googleapis.com/80/39/c3/ae774a34c88cad/HDA0003454939530000011.png
CN-216592631-U,Low-temperature drying box for chemical fiber web processing ,保定格莱斯纺织品制造有限公司,张爱卿,2022-01-04,2022-01-04,2022-05-24,2022-05-24,https://patents.google.com/patent/CN216592631U/en,https://patentimages.storage.googleapis.com/de/ef/94/e7ea464dc62a58/HDA0003454455170000011.png
CN-217348181-U,Ship building is with ladder that falls on ,中船黄埔文冲船舶有限公司,"李细根, 唐俊, 范相威",2022-01-04,2022-01-04,2022-09-02,2022-09-02,https://patents.google.com/patent/CN217348181U/en,https://patentimages.storage.googleapis.com/63/cb/1b/e1ca131c02c29f/HDA0003454220550000011.png
CN-114323763-A,Adjustable plant root sampler ,西北农林科技大学,"杜峰, 杨路, 李宏斌, 张旭",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114323763A/en,https://patentimages.storage.googleapis.com/4b/8b/46/13f4ac1ab31ec2/HDA0003455469390000011.png
CN-114227393-A,Kitchen cutter numerically controlled grinder ,重庆桥丰五金制造有限公司,黎勇,2022-01-04,2022-01-04,2022-03-25,,https://patents.google.com/patent/CN114227393A/en,https://patentimages.storage.googleapis.com/3f/93/b4/3d547a98e967d4/HDA0003455433400000011.png
CN-216979232-U,Mobile phone motherboard tests carrier ,深圳市鼎维尔科技有限公司,邹艳林,2022-01-04,2022-01-04,2022-07-15,2022-07-15,https://patents.google.com/patent/CN216979232U/en,https://patentimages.storage.googleapis.com/ef/35/10/e050e7cebbadc0/HDA0003454441420000011.png
CN-216575138-U,Device for punching mounting hole on motor fan cover ,上海特波电机有限公司,叶建财,2022-01-04,2022-01-04,2022-05-24,2022-05-24,https://patents.google.com/patent/CN216575138U/en,https://patentimages.storage.googleapis.com/95/7d/a2/fa7c915aea04cc/220104110341.png
CN-217212182-U,PE film high temperature friction detector ,河源市合晶光电科技有限公司,"付立洲, 刘达三, 班先有, 柳继斌",2022-01-04,2022-01-04,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217212182U/en,https://patentimages.storage.googleapis.com/da/09/51/c6f9cd418c50c3/220104135932.png
CN-114544543-A,Cigarette packaging material color difference identification method based on near infrared technology and discrete wavelet transform-random forest algorithm ,广东中烟工业有限责任公司,"单婧, 林云, 邱忠孝, 饶国华, 温煦, 曾健, 赖燕华, 王予",2022-01-04,2022-01-04,2022-05-27,,https://patents.google.com/patent/CN114544543A/en,https://patentimages.storage.googleapis.com/72/07/ef/8e0ff63b374007/HDA0003455556320000011.png
CN-217125641-U,Packaging piece ,中山阿蓓亚软管有限公司,"李东辉, 汪斌",2022-01-04,2022-01-04,2022-08-05,2022-08-05,https://patents.google.com/patent/CN217125641U/en,https://patentimages.storage.googleapis.com/2c/38/80/da1e49c5ef450d/HDA0003455024970000011.png
CN-114256861-A,Energy storage capacity calculation method and system considering peak shaving and new energy consumption ,"中国电力科学研究院有限公司, 国家电网有限公司","王晓蓉, 王伟胜, 冯双磊, 张进, 张金平, 礼晓飞, 李湃, 李驰, 王晶, 刘思扬",2022-01-04,2022-01-04,2022-03-29,,https://patents.google.com/patent/CN114256861A/en,https://patentimages.storage.googleapis.com/7e/4e/a2/004323cfaee464/HDA0003455026890000011.png
CN-216713352-U,Assembled factory building crossbeam ,广东华达轩建筑工程有限公司,"黄国权, 黄启源, 洪子恩",2022-01-04,2022-01-04,2022-06-10,2022-06-10,https://patents.google.com/patent/CN216713352U/en,https://patentimages.storage.googleapis.com/dd/e0/7d/9f82415e7c844b/HDA0003455022440000011.png
CN-114763033-A,Printing apparatus ,手持产品公司,"S·P·青, H·N·M·兰桑干, F·Y·刘, S·B·萨普图, T·A·J·塞林德, H·郑, P·T·李, W·张, H·G·阿迪夫, C·K·吴, B·H·纳尔逊, G·B·冈蒂帕利, D·杜拉拉朱, T·A·古德, P·阿拉卡, F·S·勾, N·戴维斯, Z·M·莱, D·P·贾亚普特拉, D·钱尼, J·W·赵, E·H·林, T·S·苏, 古铁雷斯 J·F·桑切斯, R·纳拉亚纳斯瓦米, H·Y·林, C·C·林, Y·X·舒, K·B·杨, S·M·M·J·德阿曼库尔特, Z·王",2021-01-04,2022-01-04,2022-07-19,,https://patents.google.com/patent/CN114763033A/en,https://patentimages.storage.googleapis.com/24/6d/98/596074bd7f456a/61215.png
CN-216854804-U,Epidural puncture negative pressure device ,苏州市立医院,王城,2022-01-04,2022-01-04,2022-07-01,2022-07-01,https://patents.google.com/patent/CN216854804U/en,https://patentimages.storage.googleapis.com/bd/67/de/9105c66c721748/HDA0003455103010000011.png
CN-216660553-U,Automatic binding machine for edible fungi ,福建省闽清闽华工贸有限公司,许洁琳,2022-01-04,2022-01-04,2022-06-03,2022-06-03,https://patents.google.com/patent/CN216660553U/en,https://patentimages.storage.googleapis.com/ae/c0/7a/d2d841b405bcfc/HDA0003455444880000011.png
CN-217260116-U,Operating room sterile bag transfer trolley capable of preventing dropping ,中国人民解放军总医院第六医学中心,王红菊,2022-01-04,2022-01-04,2022-08-23,2022-08-23,https://patents.google.com/patent/CN217260116U/en,https://patentimages.storage.googleapis.com/33/18/1e/69e8a278bb57a5/HDA0003454784870000011.png
CN-217179066-U,High-efficiency dewatering device ,浙江紫竹梅印染有限公司,"陈志伟, 朱雄伟",2022-01-04,2022-01-04,2022-08-12,2022-08-12,https://patents.google.com/patent/CN217179066U/en,https://patentimages.storage.googleapis.com/9e/b4/ec/2ed396aa7b9f74/HDA0003455442190000011.png
CN-217198077-U,Cleaning device ,中国建筑一局(集团)有限公司,"景江勇, 冀诚, 梁存君, 张川, 李诗浩",2022-01-04,2022-01-04,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217198077U/en,https://patentimages.storage.googleapis.com/ed/d1/dc/144c6bb6a916a9/HDA0003455557370000011.png
CN-114764784-A,Training method and system of machine learning model for physiological relevant parameter prediction ,深圳科亚医疗科技有限公司,"孔斌, 尹游兵, 王昕�, 陆易, 宋麒",2021-01-04,2022-01-04,2022-07-19,,https://patents.google.com/patent/CN114764784A/en,https://patentimages.storage.googleapis.com/b4/6c/c2/7704f172190bec/HDA0003455253890000011.png
CN-216255070-U,Fermenting case for food fermentation ,山东早起鸟食品科技有限公司,"张圳, 翟桂玲, 张亢",2022-01-04,2022-01-04,2022-04-12,2022-04-12,https://patents.google.com/patent/CN216255070U/en,https://patentimages.storage.googleapis.com/83/19/fc/3203fcad7c5348/HDA0003454488340000011.png
CN-217219955-U,Fixing device for fire extinguisher ,广东鼎豪建设工程有限公司,黄意杰,2022-01-04,2022-01-04,2022-08-19,2022-08-19,https://patents.google.com/patent/CN217219955U/en,https://patentimages.storage.googleapis.com/92/ae/0b/00cebb17cdd403/HDA0003455033910000011.png
CN-114470910-A,Water filtering and purifying circulation system capable of automatically cleaning filter residues and working method ,宋华梅,宋华梅,2022-01-04,2022-01-04,2022-05-13,,https://patents.google.com/patent/CN114470910A/en,https://patentimages.storage.googleapis.com/12/68/cd/67c1aa64cf5d6f/HDA0003454014030000011.png
CN-217163733-U,Dust adsorption and filtration device ,深圳市海洁达环保技术有限公司,"刘澜涛, 林作滨, 杨敬博",2022-01-04,2022-01-04,2022-08-12,2022-08-12,https://patents.google.com/patent/CN217163733U/en,https://patentimages.storage.googleapis.com/22/93/05/16814f77ae02e0/HDA0003455487380000011.png
CN-217052571-U,Partition warm-keeping multi-layer gauze ,深圳全棉时代科技有限公司,"李建全, 周威, 石婷婷, 陈耀亮, 赵勇",2022-01-04,2022-01-04,2022-07-26,2022-07-26,https://patents.google.com/patent/CN217052571U/en,https://patentimages.storage.googleapis.com/1b/47/52/fbf58b77826705/HDA0003455618160000011.png
CN-217320867-U,Full-page batch laminating device ,昆山明永光电科技有限公司,汪俊强,2022-01-04,2022-01-04,2022-08-30,2022-08-30,https://patents.google.com/patent/CN217320867U/en,https://patentimages.storage.googleapis.com/9d/df/8e/2c5cfd2fe8b8ae/HDA0003455087060000011.png
CN-216576759-U,Fixing device is used in processing of stamping die cope match-plate pattern ,湖南振大机械制造有限公司,刘浩,2022-01-04,2022-01-04,2022-05-24,2022-05-24,https://patents.google.com/patent/CN216576759U/en,https://patentimages.storage.googleapis.com/f3/e3/13/3b5dc56b1ff3c9/HDA0003455681340000011.png
CN-216721443-U,Adjustable vehicle monitoring device for parking lot ,浙江文彩智能工程有限公司,"杜燕彬, 杜晶, 杜世进, 杜燕华",2022-01-04,2022-01-04,2022-06-10,2022-06-10,https://patents.google.com/patent/CN216721443U/en,https://patentimages.storage.googleapis.com/fb/c4/25/d3bc04e6eddca4/HDA0003455607500000011.png
CN-216663901-U,Passenger transfer drainage device ,蔡静静,"蔡静静, 王文, 刘振雨",2022-01-04,2022-01-04,2022-06-03,2022-06-03,https://patents.google.com/patent/CN216663901U/en,https://patentimages.storage.googleapis.com/2d/a7/60/c586f07f068e77/HDA0003455104990000011.png
CN-216757024-U,Part preheating equipment for Dacromet coating process ,无锡永大达克罗涂覆有限公司,"吴奇翰, 吴伟杰",2022-01-04,2022-01-04,2022-06-17,2022-06-17,https://patents.google.com/patent/CN216757024U/en,https://patentimages.storage.googleapis.com/66/a9/c8/e0c39b73977254/HDA0003454556940000011.png
CN-114721503-A,Virtual collaboration environment ,北极星工业有限公司,埃里克·M·格林,2021-01-04,2022-01-04,2022-07-08,,https://patents.google.com/patent/CN114721503A/en,https://patentimages.storage.googleapis.com/c0/fe/6e/f2a69bbc9db345/HDA0003454987620000011.png
CN-114232721-A,Vehicle perception early warning system and working vehicle ,上海三一重机股份有限公司,妥思佳,2022-01-04,2022-01-04,2022-03-25,,https://patents.google.com/patent/CN114232721A/en,https://patentimages.storage.googleapis.com/4c/14/39/0c9bf86eee0e72/HDA0003455640720000011.png
CN-217219191-U,Anti-shake instrument drive assembly and robotic surgical system ,诺创智能医疗科技(杭州)有限公司,"侯海山, 潘鲁锋, 张秀坤, 徐鉷",2022-01-04,2022-01-04,2022-08-19,2022-08-19,https://patents.google.com/patent/CN217219191U/en,https://patentimages.storage.googleapis.com/e4/74/75/0923ede992267f/HDA0003455614880000011.png
CN-216841723-U,Steel ring device suitable for reinforcing duct pieces before subway tunnel track laying ,中交(南京)建设有限公司,"李聪, 裴国强, 廖正根, 曾红波, 唐天龙, 张明强",2022-01-04,2022-01-04,2022-06-28,2022-06-28,https://patents.google.com/patent/CN216841723U/en,https://patentimages.storage.googleapis.com/e1/9c/de/5078e1b3d16b50/HDA0003454757190000011.png
CN-218353508-U,Inverted bowl-shaped spherical root system culture bowl ,九江学院,刘保平,2022-01-04,2022-01-04,2023-01-24,2023-01-24,https://patents.google.com/patent/CN218353508U/en,https://patentimages.storage.googleapis.com/60/28/86/ac45d83b7bec13/HSA0000263042470000011.png
CN-114322606-A,High-efficient oil circuit cooler ,海天机械(广东)有限公司,"张超凡, 何勇, 沈力, 欧骏浩",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114322606A/en,https://patentimages.storage.googleapis.com/2f/4c/90/2d280297b0bf80/211222095745.png
CN-217243994-U,Acrylic bathtub with protective anti-slip assembly for old people ,佛山市高明锐逸卫浴科技有限公司,毛毅,2022-01-04,2022-01-04,2022-08-23,2022-08-23,https://patents.google.com/patent/CN217243994U/en,https://patentimages.storage.googleapis.com/48/ae/28/11b3ee2e80361f/HDA0003455314170000011.png
CN-216514824-U,Cloth cutting equipment for grass cloth production ,东营才聚科技有限责任公司,"李贤光, 李翔宇, 孟庆东, 宋健, 王海滨",2022-01-04,2022-01-04,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216514824U/en,https://patentimages.storage.googleapis.com/ec/93/9b/eac514c4276420/210615152136.png
CN-114286033-A,Method for automatically recording and photographing after vehicle collision ,大运汽车股份有限公司,"金高辉, 周宏伟, 陈英杰",2022-01-04,2022-01-04,2022-04-05,,https://patents.google.com/patent/CN114286033A/en,https://patentimages.storage.googleapis.com/7b/3c/59/993a48df80f4e0/HDA0003455621570000011.png
CN-114024549-B,Time domain interleaving analog-to-digital converter synchronization device and method ,普源精电科技股份有限公司,"罗浚洲, 许强, 王悦",2022-01-04,2022-01-04,2022-04-15,2022-04-15,https://patents.google.com/patent/CN114024549B/en,https://patentimages.storage.googleapis.com/5d/1d/3e/4dbc3330e25e6d/211231160440.png
CN-217503817-U,Air conditioner external unit with spraying function ,福建佰易科技有限公司,叶锡团,2022-01-04,2022-01-04,2022-09-27,2022-09-27,https://patents.google.com/patent/CN217503817U/en,https://patentimages.storage.googleapis.com/3c/5c/02/c2f4dc5b0a6a57/HDA0003455665710000011.png
CN-114333610-A,Tiled display panel and display device ,"京东方科技集团股份有限公司, 北京京东方显示技术有限公司","付常佳, 徐壮, 石海军, 孙吉星, 钟维, 孙晓娣, 屈庆山, 王伯长, 董飞, 冯鸿博",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114333610A/en,https://patentimages.storage.googleapis.com/a0/5c/e0/7246a6b87a5d13/HDA0003454810920000011.png
CN-114400243-A,Lead wire and preparation method thereof ,苏州清越光电科技股份有限公司,"吴磊, 曹荣, 刘宏俊",2022-01-04,2022-01-04,2022-04-26,,https://patents.google.com/patent/CN114400243A/en,https://patentimages.storage.googleapis.com/2c/4d/1f/9f58fc7ba20587/HDA0003454914520000011.png
CN-217460622-U,Prevent soil erosion and water loss's ecological lattice for soil slope protection ,杨凌职业技术学院,"杜璇, 杜璨, 马琳, 韩红亮, 方昱, 翟科",2022-01-04,2022-01-04,2022-09-20,2022-09-20,https://patents.google.com/patent/CN217460622U/en,https://patentimages.storage.googleapis.com/79/eb/58/fcfa7888f24fec/HDA0003455294350000011.png
CN-217236996-U,Temperature sensor ,上海凌源设备工程有限公司,陈卫,2022-01-04,2022-01-04,2022-08-19,2022-08-19,https://patents.google.com/patent/CN217236996U/en,https://patentimages.storage.googleapis.com/6e/2f/51/fa0c9b213f35aa/HDA0003454362560000011.png
CN-217187910-U,Pre-buried device that concentrated jar ground was used ,江门市佳宏环保科技有限公司,张启兵,2022-01-04,2022-01-04,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217187910U/en,https://patentimages.storage.googleapis.com/de/b2/58/c7c24b8d9c9ada/HDA0003454268370000011.png
CN-114498223-A,Controller and electric automobile ,深圳麦格米特电气股份有限公司,"喻建敏, 赵英军",2022-01-04,2022-01-04,2022-05-13,,https://patents.google.com/patent/CN114498223A/en,https://patentimages.storage.googleapis.com/d2/f1/39/971b04db13865c/HDA0003455167230000011.png
CN-217209723-U,Novel air purification sterilizer for operating room ,山东帅迪医疗科技有限公司,"许晓帅, 王萍, 许启迪, 刘墉",2022-01-04,2022-01-04,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217209723U/en,https://patentimages.storage.googleapis.com/ed/02/80/c82390359f2dd4/HDA0003454785420000011.png
CN-115246528-A,Portable transfusion bag transfer box special for cell preparations ,黑龙江诺亚康大干细胞技术有限责任公司,"陈大志, 曹思, 张丽, 杨晓彤",2022-01-04,2022-01-04,2022-10-28,,https://patents.google.com/patent/CN115246528A/en,https://patentimages.storage.googleapis.com/8b/1f/53/ec6e7e97b58876/HDA0003454103140000011.png
CN-217228013-U,Feeding mechanism for paperboard binding machine ,缙云县志合电子科技有限公司,"杨敏榕, 郑根花",2022-01-04,2022-01-04,2022-08-19,2022-08-19,https://patents.google.com/patent/CN217228013U/en,https://patentimages.storage.googleapis.com/fa/a3/a3/30bac0402f03d4/HDA0003455609790000011.png
CN-216492442-U,Integrated edible and medicinal fungi culture and cultivation device ,惠丰菌业(吉林省)有限公司,于波,2022-01-04,2022-01-04,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216492442U/en,https://patentimages.storage.googleapis.com/d5/55/2e/74f7d931819148/HDA0003454064550000011.png
CN-114194652-A,Automatic recovery system for garbage classification ,浙江中畅环境科技集团有限公司,"许建龙, 傅佳航, 许杭祺, 来建平, 傅叶红",2022-01-04,2022-01-04,2022-03-18,,https://patents.google.com/patent/CN114194652A/en,https://patentimages.storage.googleapis.com/3c/c1/79/d9b531a9062b8f/HDA0003455782170000011.png
CN-217206132-U,Folding door structure for cabinet body ,佛山市固特家居制品有限公司,欧泽雄,2022-01-04,2022-01-04,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217206132U/en,https://patentimages.storage.googleapis.com/a5/74/95/a448bc95cf71c0/HDA0003454232880000011.png
CN-216431363-U,Long service life's LED waterproof lamp area ,中山市俊昇照明科技有限公司,曹关胜,2022-01-04,2022-01-04,2022-05-03,2022-05-03,https://patents.google.com/patent/CN216431363U/en,https://patentimages.storage.googleapis.com/ac/c5/51/09e969d62a7293/HDA0003454242920000011.png
CN-114824898-A,Connector with a locking member ,住友电装株式会社,"坂井启人, 高﨑康阳",2021-01-21,2022-01-04,2022-07-29,,https://patents.google.com/patent/CN114824898A/en,https://patentimages.storage.googleapis.com/3f/41/11/9a107e5c0beff7/HDA0003455091450000011.png
CN-216588735-U,Be used for shield to construct safe management and control system of construction ,南昌轨道交通集团有限公司,"刘为民, 黄鹤华, 詹涛, 吴招锋, 金洪波, 李垂忝, 李佳, 李亮, 谌志军, 李平平, 吴建成, 刘常钰, 吴韵雯, 孙澍, 左莹, 陈静伟, 吴綮, 温智君",2022-01-04,2022-01-04,2022-05-24,2022-05-24,https://patents.google.com/patent/CN216588735U/en,https://patentimages.storage.googleapis.com/b7/23/b8/543d8b3366feb4/HDA0003454831740000011.png
CN-217651863-U,Prefabricated utility tunnel's of assembled bell and spigot waterproof construction ,扬州工业职业技术学院,"左春丽, 岳金方, 陈桂如",2022-01-04,2022-01-04,2022-10-25,2022-10-25,https://patents.google.com/patent/CN217651863U/en,https://patentimages.storage.googleapis.com/c3/d4/fc/bde1faf577ed3c/HDA0003454959210000011.png
